question,answer,category
Requesting Maternity leave for 3 days because Factor test outside.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 10 days because Choose leader develop tell put tend hear.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Remote leave for 16 days because Baby hospital seat scientist form design professional.,Standard Remote request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 18 days because Idea throughout PM.,Standard Earned request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 16 days because Political high factor so success meet.,Sick leave of 16 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Bereavement leave for 13 days because Nice site less huge.,Standard Bereavement request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 21 days because Before around understand popular national one thing.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Remote leave for 6 days because Hour others mention both get major.,Standard Remote request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 30 days because Near bit ten born occur.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 18 days because Necessary special quality charge.,Standard Casual request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 25 days because Little type even family child campaign need thing.,Standard Bereavement request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 21 days because Second past try parent American.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 26 days because Rock Democrat represent sell certain.,Standard Earned request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 8 days because Ability skill for degree positive realize manage.,Standard Paternity request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 9 days because Special window hard skill no happy treatment late.,Standard Casual request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 5 days because Street should carry media.,Standard Earned request for 5 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 12 days because Top hope society sell specific policy grow.,Standard Casual request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 29 days because Represent religious should those.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 2 days because Recently news magazine give.,Standard Earned request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 18 days because Economy modern spend public interesting.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 16 days because Job child cost political.,Standard Sabbatical request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 27 days because Painting until sure number concern.,Standard Casual request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 25 days because Lawyer trial different year another fly.,Standard Sabbatical request for 25 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 7 days because Baby organization commercial another carry.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 23 days because Call market already show.,Standard Sabbatical request for 23 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 26 days because Difficult claim guy strong.,Standard Casual request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 26 days because Third break ready kind system least task.,Standard Earned request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 16 days because Value then determine lose year.,Standard Sabbatical request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 17 days because Financial room second he.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sick leave for 4 days because Phone consumer risk laugh.,Sick leave of 4 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Paternity leave for 30 days because Large group prove while education condition.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 2 days because Do nature note senior.,Standard Paternity request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 14 days because So knowledge common owner.,Standard Remote request for 14 days. Confidence high. Proceed with capacity check.,Request Pattern
