candidate_profile,analysis
"Role: Product Manager, Exp: 2 years, Skills: low, above, character, do, mother",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: factor, others, entire, without, care",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: amount, card, question, analysis, role",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: class, wrong, specific, free, both",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: set, social, kitchen, human, election",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: vote, later, what, institution, seat",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: hundred, door, buy, court, create",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: particularly, benefit, benefit, feeling, political",Score: 62/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: full, stop, ability, increase, mission",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: share, out, every, east, control",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: never, phone, movement, upon, message",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: without, easy, we, least, study",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: environment, century, performance, town, so",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: relationship, nature, rate, imagine, white",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: few, audience, hot, science, exactly",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: dream, fund, you, shake, think",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: car, argue, data, out, enough",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: listen, soldier, hope, international, you",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: everybody, at, government, employee, fine",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: open, leader, together, foreign, position",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: six, specific, tax, opportunity, our",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: size, property, seek, little, treatment",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: the, her, drive, other, environment",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: above, toward, mention, model, start",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: set, citizen, collection, number, director",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: consider, list, upon, seek, cut",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: military, evidence, suffer, different, movement",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: add, upon, family, issue, above",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: think, far, us, growth, east",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 1 years, Skills: leave, imagine, even, nothing, community",Score: 65/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: my, law, news, opportunity, administration",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: weight, daughter, military, star, hot",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: wrong, easy, season, change, offer",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: call, know, large, would, visit",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: describe, hour, degree, industry, high",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: price, guess, second, goal, whatever",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: store, real, feeling, dog, name",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: serious, thing, challenge, discuss, win",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: around, point, when, pattern, phone",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: alone, stay, perhaps, amount, pass",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: act, doctor, different, weight, north",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: great, far, religious, vote, tax",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: consider, difference, who, staff, party",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: hotel, similar, music, fight, investment",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: culture, security, site, bag, their",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: writer, available, people, many, many",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: than, effect, under, page, play",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: language, culture, choice, impact, per",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: rich, inside, what, offer, responsibility",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: fine, rather, company, factor, attention",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: process, certain, total, blue, be",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: against, from, position, heart, American",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: involve, before, source, southern, meet",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: seek, media, training, around, law",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: on, poor, threat, might, back",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: moment, section, not, large, black",Score: 70/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: man, specific, nice, claim, particularly",Score: 74/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: cost, push, leave, character, pay",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: country, defense, member, environment, leader",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: data, deal, manager, environmental, financial",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: usually, character, keep, watch, serve",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: food, focus, wait, morning, lawyer",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: mean, movement, along, pick, drive",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: her, life, say, understand, contain",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: bed, food, report, under, oil",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: party, inside, charge, price, a",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: type, investment, defense, former, speech",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 10 years, Skills: close, fund, develop, cut, state",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: place, science, possible, could, sign",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: three, thank, product, check, see",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: goal, size, music, add, seem",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: statement, large, contain, commercial, explain",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: particularly, manager, response, yet, discussion",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: glass, fight, necessary, somebody, describe",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: choice, analysis, firm, former, position",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: sell, less, child, want, everything",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: political, cup, real, politics, picture",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: near, physical, mission, take, black",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: not, media, allow, dark, citizen",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: particular, charge, behind, foot, who",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
